reservation_number_of_reservations,product_fee_description,line_item_product_code,reservation_unused_normalized_unit_quantity,savings_plan_amortized_upfront_commitment_for_billing_period,line_item_unblended_cost,product_servicecode,product_from_location,line_item_unblended_rate,line_item_usage_type,identity_line_item_id,line_item_usage_amount,pricing_public_on_demand_rate,reservation_units_per_reservation,bill_invoice_id,pricing_unit,reservation_amortized_upfront_fee_for_billing_period,product_to_location_type,line_item_usage_end_date,product_from_location_type,reservation_total_reserved_units,product_region_code,reservation_amortized_upfront_cost_for_usage,reservation_unused_amortized_upfront_fee_for_billing_period,product_product_name,line_item_normalization_factor,bill_payer_account_name,line_item_blended_rate,line_item_resource_id,_fivetran_synced,line_item_line_item_type,product_instance_family,product_from_region_code,product_pricing_unit,line_item_tax_type,product,line_item_operation,_modified,product_to_location,line_item_usage_start_date,reservation_unused_recurring_fee,product_location_type,product_fee_code,reservation_recurring_fee_for_usage,reservation_upfront_value,bill_invoicing_entity,line_item_normalized_usage_amount,savings_plan_savings_plan_effective_cost,bill_bill_type,reservation_total_reserved_normalized_units,line_item_availability_zone,bill_billing_period_start_date,pricing_term,pricing_purchase_option,_line,reservation_effective_cost,reservation_normalized_units_per_reservation,line_item_line_item_description,product_instance_type,savings_plan_used_commitment,savings_plan_recurring_commitment_for_billing_period,pricing_public_on_demand_cost,line_item_usage_account_name,line_item_currency_code,line_item_blended_cost,_file,pricing_currency,reservation_unused_quantity,product_location,savings_plan_savings_plan_rate,bill_billing_entity,bill_billing_period_end_date,bill_payer_account_id,identity_time_interval,product_operation,product_usagetype,product_to_region_code,product_product_family,line_item_usage_account_id,savings_plan_total_commitment_to_date
,,AmazonS3,,,8.0289,AmazonS3,,0.08084,TimedStorage-ByteHrs,03fa2aa0-441e-e3f8-d8fe-734f85f792fc,9.9269,0.32513,,,Hrs,,,2026-05-28 22:37:37.049,,,us-west-2,,,Amazon Simple Storage Service,1.0,Analytics,0.92509,,2026-05-28 22:37:37.049,Usage,,,,,"{""product_name"":""AWS Data Transfer""}",Invoke,2026-05-28 00:00:00.000,,2026-05-28 22:37:37.049,,AWS Region,,,,"Amazon Web Services, Inc.",1.3066,,Anniversary,,,2026-05-01 00:00:00,Reserved,Partial Upfront,152949.0,,,S3 standard storage,m7g.large,,,13.6271,Data Platform,USD,13.2362,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US West (Oregon),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Compute Instance,200000000002,
,,AWSDataTransfer,,,10.2425,AmazonS3,,0.21981,TimedStorage-ByteHrs,366813b2-8c0e-d272-dd57-13f5c22b4f32,39.2678,3.81667,,,GB,,,2026-05-28 22:37:37.050,,,us-east-1,,,Amazon Simple Storage Service,1.0,Analytics,2.52504,,2026-05-28 22:37:37.050,Usage,,,,,"{""product_name"":""Amazon Simple Storage Service""}",TimedStorage-ByteHrs,2026-05-28 00:00:00.000,,2026-05-28 22:37:37.050,,AWS Region,,,,"Amazon Web Services, Inc.",10.0529,,Anniversary,,,2026-05-01 00:00:00,OnDemand,Partial Upfront,250164.0,,,S3 standard storage,,,,5.8388,Core Services,USD,14.7125,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,EU (Ireland),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Storage,200000000002,
,,AWSLambda,,,19.5701,AmazonEC2,,3.05265,DataTransfer-Out-Bytes,11361cdf-d523-513a-e382-3435b9e42638,7.9345,1.49885,,,Requests,,,2026-05-28 22:37:37.050,,,eu-west-1,,,AWS Data Transfer,1.0,Platform,1.09144,,2026-05-28 22:37:37.050,Usage,Compute optimized,,,,"{""product_name"":""AWS Data Transfer""}",Invoke,2026-05-28 00:00:00.000,,2026-05-28 22:37:37.050,,AWS Region,,,,"Amazon Web Services, Inc.",30.9794,,Anniversary,,,2026-05-01 00:00:00,OnDemand,On Demand,284306.0,,,Lambda requests,m7g.large,,,21.6939,Developer Experience,USD,12.3938,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,EU (Ireland),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Serverless,200000000001,
,,AmazonS3,,,12.9345,AmazonS3,,0.679,BoxUsage:m7g.large,4ca54a59-7a48-08af-ee9d-46942fa46e1b,29.519,3.6348,,,GB,,,2026-05-28 22:37:37.050,,,eu-west-1,,,Amazon Simple Storage Service,1.0,Analytics,2.35999,,2026-05-28 22:37:37.050,Usage,,,,,"{""product_name"":""AWS Lambda""}",DataTransfer,2026-05-28 00:00:00.000,,2026-05-28 22:37:37.050,,AWS Region,,,,"Amazon Web Services, Inc.",37.9861,,Anniversary,,,2026-05-01 00:00:00,Reserved,On Demand,66089.0,,,Lambda requests,m7g.large,,,18.9153,Core Services,USD,5.4809,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US East (N. Virginia),,AWS,2026-06-01 00:00:00,100000000002,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Serverless,200000000003,
,,AWSDataTransfer,,,6.4954,AmazonS3,,0.42939,TimedStorage-ByteHrs,b5c8645b-b727-4f96-30ec-891066919fc2,33.9305,1.12039,,,GB,,,2026-05-28 22:37:37.050,,,us-west-2,,,Amazon Elastic Compute Cloud,1.0,Analytics,2.05893,,2026-05-28 22:37:37.050,Usage,General purpose,,,,"{""product_name"":""AWS Data Transfer""}",TimedStorage-ByteHrs,2026-05-28 00:00:00.000,,2026-05-28 22:37:37.050,,AWS Region,,,,"Amazon Web Services, Inc.",32.7712,,Anniversary,,,2026-05-01 00:00:00,OnDemand,Partial Upfront,164756.0,,,Lambda requests,c7g.xlarge,,,21.0345,Core Services,USD,16.717,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,EU (Ireland),,AWS,2026-06-01 00:00:00,100000000002,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Data Transfer,200000000001,
,,AWSLambda,,,19.052,AmazonEC2,,2.1828,TimedStorage-ByteHrs,55fcf6b5-2e61-5902-1643-1c03c58ade48,21.4472,2.61748,,,Requests,,,2026-05-28 22:37:37.050,,,eu-west-1,,,Amazon Elastic Compute Cloud,1.0,Platform,2.49857,,2026-05-28 22:37:37.050,Usage,,,,,"{""product_name"":""AWS Lambda""}",Invoke,2026-05-28 00:00:00.000,,2026-05-28 22:37:37.050,,AWS Region,,,,"Amazon Web Services, Inc.",16.6594,,Anniversary,,,2026-05-01 00:00:00,Reserved,No Upfront,131763.0,,,Data transfer,,,,9.8851,Developer Experience,USD,17.1084,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,EU (Ireland),,AWS,2026-06-01 00:00:00,100000000002,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Data Transfer,200000000001,
,,AmazonS3,,,19.5604,AWSDataTransfer,,1.86463,Request,47068774-b896-7090-bd6b-3e60a83919f6,9.6661,2.61136,,,Hrs,,,2026-05-28 22:37:37.050,,,eu-west-1,,,Amazon Elastic Compute Cloud,1.0,Platform,0.63234,,2026-05-28 22:37:37.050,Usage,Compute optimized,,,,"{""product_name"":""Amazon Elastic Compute Cloud""}",DataTransfer,2026-05-28 00:00:00.000,,2026-05-28 22:37:37.050,,AWS Region,,,,"Amazon Web Services, Inc.",6.0208,,Anniversary,,,2026-05-01 00:00:00,Reserved,On Demand,356737.0,,,EC2 instance hours,,,,0.1957,Data Platform,USD,5.7992,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US West (Oregon),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Data Transfer,200000000003,
,,AmazonEC2,,,15.0087,AWSDataTransfer,,1.77239,BoxUsage:m7g.large,39808303-e00b-63dd-f545-c652a0936c1e,28.6846,2.7462,,,GB-Mo,,,2026-05-28 22:37:37.050,,,eu-west-1,,,AWS Data Transfer,1.0,Analytics,0.71846,,2026-05-28 22:37:37.050,Usage,,,,,"{""product_name"":""Amazon Elastic Compute Cloud""}",TimedStorage-ByteHrs,2026-05-28 00:00:00.000,,2026-05-28 22:37:37.050,,AWS Region,,,,"Amazon Web Services, Inc.",25.5339,,Anniversary,,,2026-05-01 00:00:00,Reserved,No Upfront,456041.0,,,EC2 instance hours,,,,12.644,Developer Experience,USD,9.3249,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US East (N. Virginia),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Data Transfer,200000000003,
,,AmazonS3,,,9.8568,AmazonS3,,2.74844,DataTransfer-Out-Bytes,907b3756-2b3b-9bbb-97f6-1f538c63e540,4.6826,2.47564,,,GB-Mo,,,2026-05-28 22:37:37.050,,,us-west-2,,,Amazon Simple Storage Service,1.0,Platform,2.16686,,2026-05-28 22:37:37.050,Usage,General purpose,,,,"{""product_name"":""Amazon Elastic Compute Cloud""}",DataTransfer,2026-05-28 00:00:00.000,,2026-05-28 22:37:37.050,,AWS Region,,,,"Amazon Web Services, Inc.",11.3703,,Anniversary,,,2026-05-01 00:00:00,OnDemand,Partial Upfront,285627.0,,,S3 standard storage,,,,21.7427,Data Platform,USD,3.9152,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US West (Oregon),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Storage,200000000001,
,,AWSLambda,,,2.2712,AWSDataTransfer,,0.54956,Request,c1545412-b98a-bfc6-5d46-47f6f432ed7c,29.839,0.26354,,,GB-Mo,,,2026-05-28 22:37:37.050,,,eu-west-1,,,AWS Lambda,1.0,Analytics,0.99766,,2026-05-28 22:37:37.050,DiscountedUsage,,,,,"{""product_name"":""Amazon Simple Storage Service""}",DataTransfer,2026-05-28 00:00:00.000,,2026-05-28 22:37:37.050,,AWS Region,,,,"Amazon Web Services, Inc.",1.2786,,Anniversary,,,2026-05-01 00:00:00,Reserved,On Demand,360694.0,,,EC2 instance hours,m7g.large,,,18.4624,Data Platform,USD,1.3978,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,EU (Ireland),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Serverless,200000000001,
,,AmazonS3,,,4.3328,AWSDataTransfer,,2.70742,Request,2dc804b0-8486-2de6-8f6d-609144497294,38.409,3.41819,,,Requests,,,2026-05-28 22:37:37.050,,,us-east-1,,,AWS Lambda,1.0,Analytics,1.56946,,2026-05-28 22:37:37.050,Usage,General purpose,,,,"{""product_name"":""AWS Data Transfer""}",TimedStorage-ByteHrs,2026-05-28 00:00:00.000,,2026-05-28 22:37:37.050,,AWS Region,,,,"Amazon Web Services, Inc.",4.4898,,Anniversary,,,2026-05-01 00:00:00,Reserved,Partial Upfront,54912.0,,,Data transfer,,,,21.6024,Core Services,USD,5.3723,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US West (Oregon),,AWS,2026-06-01 00:00:00,100000000002,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Data Transfer,200000000002,
,,AWSDataTransfer,,,15.3017,AWSLambda,,0.14558,Request,8333028c-aeb2-dd2e-a325-16e94c085fde,29.8344,2.25411,,,GB,,,2026-05-28 22:37:37.050,,,eu-west-1,,,Amazon Simple Storage Service,1.0,Analytics,2.03008,,2026-05-28 22:37:37.050,Usage,Compute optimized,,,,"{""product_name"":""AWS Lambda""}",TimedStorage-ByteHrs,2026-05-28 00:00:00.000,,2026-05-28 22:37:37.050,,AWS Region,,,,"Amazon Web Services, Inc.",10.6383,,Anniversary,,,2026-05-01 00:00:00,Reserved,On Demand,422365.0,,,S3 standard storage,,,,3.1392,Data Platform,USD,4.4088,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US East (N. Virginia),,AWS,2026-06-01 00:00:00,100000000002,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Compute Instance,200000000001,
,,AWSDataTransfer,,,8.3367,AmazonS3,,3.19872,BoxUsage:m7g.large,17dcad4b-5aec-890d-59ac-0c6165076075,11.8005,2.165,,,Hrs,,,2026-05-28 22:37:37.050,,,us-east-1,,,Amazon Simple Storage Service,1.0,Analytics,2.21287,,2026-05-28 22:37:37.050,Usage,Compute optimized,,,,"{""product_name"":""AWS Lambda""}",TimedStorage-ByteHrs,2026-05-28 00:00:00.000,,2026-05-28 22:37:37.050,,AWS Region,,,,"Amazon Web Services, Inc.",14.8939,,Anniversary,,,2026-05-01 00:00:00,Reserved,Partial Upfront,75761.0,,,Data transfer,,,,19.2213,Core Services,USD,3.8186,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US West (Oregon),,AWS,2026-06-01 00:00:00,100000000002,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Serverless,200000000002,
,,AmazonS3,,,12.987,AWSDataTransfer,,2.15637,BoxUsage:m7g.large,20d685c9-d8ae-a43f-3ebc-d7acabcb8ac0,38.1222,1.47362,,,Hrs,,,2026-05-28 22:37:37.050,,,us-west-2,,,Amazon Simple Storage Service,1.0,Analytics,1.40159,,2026-05-28 22:37:37.050,DiscountedUsage,General purpose,,,,"{""product_name"":""Amazon Elastic Compute Cloud""}",DataTransfer,2026-05-28 00:00:00.000,,2026-05-28 22:37:37.050,,AWS Region,,,,"Amazon Web Services, Inc.",25.1203,,Anniversary,,,2026-05-01 00:00:00,OnDemand,Partial Upfront,198239.0,,,Lambda requests,,,,14.1423,Data Platform,USD,14.1974,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US East (N. Virginia),,AWS,2026-06-01 00:00:00,100000000002,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Serverless,200000000001,
,,AWSLambda,,,15.106,AmazonS3,,0.62516,BoxUsage:m7g.large,4e98610e-3e03-5270-389b-d31a54233766,23.7441,0.06833,,,GB-Mo,,,2026-05-28 22:37:37.050,,,us-west-2,,,Amazon Elastic Compute Cloud,1.0,Analytics,1.11831,,2026-05-28 22:37:37.050,Usage,Compute optimized,,,,"{""product_name"":""Amazon Simple Storage Service""}",RunInstances,2026-05-28 00:00:00.000,,2026-05-28 22:37:37.050,,AWS Region,,,,"Amazon Web Services, Inc.",6.4852,,Anniversary,,,2026-05-01 00:00:00,OnDemand,No Upfront,130947.0,,,S3 standard storage,c7g.xlarge,,,12.6405,Core Services,USD,7.0372,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US East (N. Virginia),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Serverless,200000000001,
,,AmazonS3,,,11.0671,AWSDataTransfer,,1.10627,DataTransfer-Out-Bytes,9960142e-0da1-73f9-bd8c-e78af2a8dfcc,27.3325,3.72,,,Hrs,,,2026-05-28 22:37:37.050,,,us-west-2,,,Amazon Simple Storage Service,1.0,Platform,0.46539,,2026-05-28 22:37:37.050,Usage,Compute optimized,,,,"{""product_name"":""AWS Data Transfer""}",TimedStorage-ByteHrs,2026-05-28 00:00:00.000,,2026-05-28 22:37:37.050,,AWS Region,,,,"Amazon Web Services, Inc.",10.3559,,Anniversary,,,2026-05-01 00:00:00,Reserved,On Demand,137784.0,,,Lambda requests,c7g.xlarge,,,17.4295,Core Services,USD,3.9648,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US East (N. Virginia),,AWS,2026-06-01 00:00:00,100000000002,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Storage,200000000003,
,,AmazonS3,,,0.5843,AWSLambda,,0.17905,TimedStorage-ByteHrs,65091277-2138-48ba-086d-79fef17588c0,21.7504,3.41801,,,Hrs,,,2026-05-28 22:37:37.050,,,us-east-1,,,Amazon Simple Storage Service,1.0,Analytics,1.78622,,2026-05-28 22:37:37.050,Usage,,,,,"{""product_name"":""AWS Data Transfer""}",RunInstances,2026-05-28 00:00:00.000,,2026-05-28 22:37:37.050,,AWS Region,,,,"Amazon Web Services, Inc.",23.9827,,Anniversary,,,2026-05-01 00:00:00,OnDemand,Partial Upfront,454373.0,,,Lambda requests,,,,12.176,Developer Experience,USD,6.2934,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US East (N. Virginia),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Compute Instance,200000000002,
,,AmazonS3,,,4.7593,AmazonEC2,,2.50118,TimedStorage-ByteHrs,99275d50-afa7-2552-b9a9-e77c0d9ddfe2,26.1839,1.42377,,,Hrs,,,2026-05-28 22:37:37.052,,,us-west-2,,,AWS Data Transfer,1.0,Platform,1.59482,,2026-05-28 22:37:37.052,Usage,General purpose,,,,"{""product_name"":""Amazon Simple Storage Service""}",Invoke,2026-05-28 00:00:00.000,,2026-05-28 22:37:37.052,,AWS Region,,,,"Amazon Web Services, Inc.",14.5784,,Anniversary,,,2026-05-01 00:00:00,OnDemand,On Demand,34230.0,,,Data transfer,c7g.xlarge,,,10.7814,Data Platform,USD,2.9026,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US East (N. Virginia),,AWS,2026-06-01 00:00:00,100000000002,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Data Transfer,200000000002,
,,AmazonS3,,,6.9074,AmazonEC2,,0.75503,BoxUsage:m7g.large,2a804594-cd22-aa2a-1133-b3eb236d7b36,38.5428,0.48711,,,Hrs,,,2026-05-28 22:37:37.052,,,us-east-1,,,AWS Lambda,1.0,Analytics,1.28759,,2026-05-28 22:37:37.052,RIFee,,,,,"{""product_name"":""Amazon Simple Storage Service""}",RunInstances,2026-05-28 00:00:00.000,,2026-05-28 22:37:37.052,,AWS Region,,,,"Amazon Web Services, Inc.",5.2898,,Anniversary,,,2026-05-01 00:00:00,Reserved,Partial Upfront,206655.0,,,S3 standard storage,,,,8.1211,Data Platform,USD,7.8664,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US West (Oregon),,AWS,2026-06-01 00:00:00,100000000002,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Data Transfer,200000000001,
,,AWSDataTransfer,,,15.9768,AWSLambda,,1.29643,Request,ca76a482-b24b-8a34-27f9-c59ba58e42fa,28.0531,1.544,,,GB-Mo,,,2026-05-28 22:37:37.052,,,us-east-1,,,Amazon Simple Storage Service,1.0,Analytics,1.77474,,2026-05-28 22:37:37.052,Usage,Compute optimized,,,,"{""product_name"":""AWS Data Transfer""}",Invoke,2026-05-28 00:00:00.000,,2026-05-28 22:37:37.052,,AWS Region,,,,"Amazon Web Services, Inc.",22.9721,,Anniversary,,,2026-05-01 00:00:00,OnDemand,No Upfront,414125.0,,,S3 standard storage,,,,0.2072,Developer Experience,USD,14.3563,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,EU (Ireland),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Storage,200000000003,
,,AWSLambda,,,13.0736,AmazonS3,,2.45853,Request,2be929fc-9dd4-a30c-7813-4a801573ea99,37.4498,1.87784,,,Hrs,,,2026-05-28 22:37:37.052,,,eu-west-1,,,AWS Lambda,1.0,Platform,2.62806,,2026-05-28 22:37:37.052,Usage,General purpose,,,,"{""product_name"":""AWS Lambda""}",Invoke,2026-05-28 00:00:00.000,,2026-05-28 22:37:37.052,,AWS Region,,,,"Amazon Web Services, Inc.",20.3356,,Anniversary,,,2026-05-01 00:00:00,Reserved,Partial Upfront,137797.0,,,EC2 instance hours,,,,11.929,Developer Experience,USD,14.7569,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,EU (Ireland),,AWS,2026-06-01 00:00:00,100000000002,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Data Transfer,200000000001,
,,AmazonS3,,,3.958,AmazonS3,,1.23313,BoxUsage:m7g.large,287b3672-3a98-5f90-f9d8-71245e6cd26b,12.2278,2.17983,,,Requests,,,2026-05-28 22:37:37.052,,,us-east-1,,,Amazon Elastic Compute Cloud,1.0,Platform,2.98049,,2026-05-28 22:37:37.052,DiscountedUsage,,,,,"{""product_name"":""AWS Lambda""}",RunInstances,2026-05-28 00:00:00.000,,2026-05-28 22:37:37.052,,AWS Region,,,,"Amazon Web Services, Inc.",34.2293,,Anniversary,,,2026-05-01 00:00:00,OnDemand,Partial Upfront,89020.0,,,Lambda requests,,,,10.4516,Core Services,USD,9.9649,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,EU (Ireland),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Compute Instance,200000000002,
,,AWSDataTransfer,,,4.2493,AWSDataTransfer,,0.63233,TimedStorage-ByteHrs,f968ef5b-b42c-bf11-780f-73b746cc2c97,27.2665,1.48994,,,Hrs,,,2026-05-28 22:37:37.052,,,us-east-1,,,Amazon Elastic Compute Cloud,1.0,Analytics,1.7125,,2026-05-28 22:37:37.052,Usage,Compute optimized,,,,"{""product_name"":""AWS Lambda""}",TimedStorage-ByteHrs,2026-05-28 00:00:00.000,,2026-05-28 22:37:37.052,,AWS Region,,,,"Amazon Web Services, Inc.",15.2979,,Anniversary,,,2026-05-01 00:00:00,Reserved,Partial Upfront,340189.0,,,Data transfer,m7g.large,,,2.1625,Data Platform,USD,1.8094,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US West (Oregon),,AWS,2026-06-01 00:00:00,100000000002,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Storage,200000000001,
,,AmazonS3,,,6.7726,AWSDataTransfer,,2.71428,DataTransfer-Out-Bytes,21314af6-8729-22dc-d975-85366b912022,23.3602,0.52748,,,Requests,,,2026-05-28 22:37:37.052,,,eu-west-1,,,Amazon Simple Storage Service,1.0,Platform,2.72967,,2026-05-28 22:37:37.052,DiscountedUsage,Compute optimized,,,,"{""product_name"":""Amazon Simple Storage Service""}",DataTransfer,2026-05-28 00:00:00.000,,2026-05-28 22:37:37.052,,AWS Region,,,,"Amazon Web Services, Inc.",16.638,,Anniversary,,,2026-05-01 00:00:00,OnDemand,Partial Upfront,237510.0,,,EC2 instance hours,m7g.large,,,5.249,Core Services,USD,12.3739,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,EU (Ireland),,AWS,2026-06-01 00:00:00,100000000002,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Compute Instance,200000000003,
,,AmazonEC2,,,10.799,AmazonEC2,,1.84351,Request,f5ce8188-f013-ec3e-90d2-ceff108cda83,15.874,2.87189,,,GB,,,2026-05-28 22:37:37.052,,,us-east-1,,,Amazon Elastic Compute Cloud,1.0,Platform,2.62441,,2026-05-28 22:37:37.052,Usage,General purpose,,,,"{""product_name"":""Amazon Elastic Compute Cloud""}",Invoke,2026-05-28 00:00:00.000,,2026-05-28 22:37:37.052,,AWS Region,,,,"Amazon Web Services, Inc.",33.8194,,Anniversary,,,2026-05-01 00:00:00,Reserved,No Upfront,361091.0,,,EC2 instance hours,,,,17.1466,Data Platform,USD,8.8089,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,EU (Ireland),,AWS,2026-06-01 00:00:00,100000000002,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Storage,200000000002,
,,AmazonS3,,,16.2463,AWSDataTransfer,,1.81039,BoxUsage:m7g.large,16acac57-ce4e-7eba-2155-5900bb395ac7,35.3577,3.99987,,,GB-Mo,,,2026-05-28 22:37:37.052,,,us-west-2,,,AWS Data Transfer,1.0,Platform,1.56851,,2026-05-28 22:37:37.052,Usage,Compute optimized,,,,"{""product_name"":""Amazon Elastic Compute Cloud""}",Invoke,2026-05-28 00:00:00.000,,2026-05-28 22:37:37.052,,AWS Region,,,,"Amazon Web Services, Inc.",0.2482,,Anniversary,,,2026-05-01 00:00:00,OnDemand,No Upfront,19227.0,,,Lambda requests,,,,0.8204,Data Platform,USD,2.7423,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US East (N. Virginia),,AWS,2026-06-01 00:00:00,100000000002,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Data Transfer,200000000002,
,,AmazonS3,,,0.5762,AmazonS3,,0.84072,DataTransfer-Out-Bytes,2e5b004c-3a9c-d492-9e12-1e520fc7c076,0.2065,2.85539,,,Requests,,,2026-05-28 22:37:37.052,,,us-west-2,,,Amazon Elastic Compute Cloud,1.0,Analytics,1.5107,,2026-05-28 22:37:37.052,Usage,Compute optimized,,,,"{""product_name"":""Amazon Elastic Compute Cloud""}",TimedStorage-ByteHrs,2026-05-28 00:00:00.000,,2026-05-28 22:37:37.052,,AWS Region,,,,"Amazon Web Services, Inc.",2.5061,,Anniversary,,,2026-05-01 00:00:00,Reserved,On Demand,318983.0,,,EC2 instance hours,,,,3.8283,Data Platform,USD,8.1811,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US East (N. Virginia),,AWS,2026-06-01 00:00:00,100000000002,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Data Transfer,200000000002,
,,AWSDataTransfer,,,1.6772,AWSLambda,,1.26366,Request,bd9a077b-e8ad-5f97-3809-18065b343dea,18.6897,3.76458,,,GB,,,2026-05-28 22:37:37.052,,,us-west-2,,,Amazon Simple Storage Service,1.0,Analytics,2.46682,,2026-05-28 22:37:37.052,Usage,General purpose,,,,"{""product_name"":""AWS Data Transfer""}",TimedStorage-ByteHrs,2026-05-28 00:00:00.000,,2026-05-28 22:37:37.052,,AWS Region,,,,"Amazon Web Services, Inc.",12.6985,,Anniversary,,,2026-05-01 00:00:00,Reserved,No Upfront,418273.0,,,S3 standard storage,c7g.xlarge,,,7.054,Developer Experience,USD,8.959,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,EU (Ireland),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Serverless,200000000001,
,,AWSLambda,,,12.2461,AWSLambda,,2.17099,Request,3b67a833-ff61-3b8e-640d-32e54aa8d43d,33.2803,2.49663,,,Requests,,,2026-05-28 22:37:37.052,,,us-east-1,,,Amazon Elastic Compute Cloud,1.0,Analytics,2.08148,,2026-05-28 22:37:37.052,Usage,,,,,"{""product_name"":""Amazon Elastic Compute Cloud""}",RunInstances,2026-05-28 00:00:00.000,,2026-05-28 22:37:37.052,,AWS Region,,,,"Amazon Web Services, Inc.",23.1652,,Anniversary,,,2026-05-01 00:00:00,Reserved,On Demand,151375.0,,,EC2 instance hours,m7g.large,,,12.9703,Core Services,USD,11.0387,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,EU (Ireland),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Data Transfer,200000000002,
